roe
4.546487345892026e-05
4.033168256709432e-12
4.4538350516323024e-05
5.225959848567422e-05
3.023030319479673e-05
0.000134470845531054
6.863476927933734e-05
0.00023706938676421223
5.5943631594494616e-05
0.00011080437902754656
4.350120877428039e-05
8.355825941399423e-05
0.0001099813106753004
5.760324852718375e-05
5.892773041590007e-05
6.608412884523111e-05
4.236849822199571e-05
4.9411102835973174e-05
5.4969752743330214e-05
3.3286728883646805e-05
6.9879214134041e-05
0.00011718961723754876
4.935851535258995e-05
2.2445437381083208e-05
0.00018162392554989644
6.937902239083715e-05
7.187979665734026e-05
0.00010922419388387827
0.0002551347410788139
3.937038948272188e-05
6.642491609429264e-05
3.731111749851842e-05
5.199101532670293e-05
0.0001077756794434888
0.00024345352390477975
2.629166831859397e-05
6.976531269354115e-05
0.00010190333899421622
0.0001298108814667612
0.000106474739475706
9.010369266729261e-05
0.00023079390851397328
4.260131646446496e-05
4.861667514060401e-05
5.745298560272125e-05
4.9334396456880304e-05
9.855778175546924e-05
0.00011292355439895055
4.656087784172023e-05
0.0001344449004888315
